CustomerID,Recency,Frequency,Monetary,TotalQuantity,R_Score,F_Score,M_Score,RFM,Segment,Priority,ImpactRate,PotentialImpactRevenue
14074,623,1,219.39999999999998,228,1,1,1,111,Low Priority,P5 - Minimal Effort,0.0,0.0
14075,5,6,1734.87,1494,5,4,4,544,VIP Loyal,P2 - Maintain Loyalty,0.1,173.487
14076,129,1,122.47,81,3,1,1,311,Low Priority,P5 - Minimal Effort,0.0,0.0
14077,41,6,615.0799999999999,376,4,4,2,442,New/Low Spend Active,P4 - Nurture,0.05,30.753999999999998
14078,102,9,1692.6299999999999,618,3,5,4,354,Growth Potential,P3 - Upsell Opportunity,0.15,253.89449999999997
14079,125,2,618.73,302,3,2,3,323,Low Priority,P5 - Minimal Effort,0.0,0.0
14080,33,5,1115.68,268,4,4,3,443,Growth Potential,P3 - Upsell Opportunity,0.15,167.352
14081,302,10,5370.1,3712,2,5,5,255,High Value At Risk,P1 - Immediate Retention,0.35,1879.535
14082,365,2,413.36,246,2,2,2,222,Low Priority,P5 - Minimal Effort,0.0,0.0
14083,4,11,1407.26,966,5,5,4,554,VIP Loyal,P2 - Maintain Loyalty,0.1,140.726
14084,512,1,150.5,306,1,1,1,111,Low Priority,P5 - Minimal Effort,0.0,0.0
14085,2,33,10104.97,6564,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,1010.497
14086,463,1,39.95,1,1,1,1,111,Low Priority,P5 - Minimal Effort,0.0,0.0
14087,3,3,846.22,727,5,3,3,533,Growth Potential,P3 - Upsell Opportunity,0.15,126.93299999999999
14088,10,16,64036.8,15276,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,6403.68
14089,57,1,161.0,134,4,1,1,411,New/Low Spend Active,P4 - Nurture,0.05,8.05
14090,325,1,76.32000000000001,72,2,1,1,211,Low Priority,P5 - Minimal Effort,0.0,0.0
14091,654,2,9530.08,3316,1,2,5,125,High Value At Risk,P1 - Immediate Retention,0.35,3335.528
14092,8,24,7229.45,3606,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,722.945
14093,12,1,442.85,406,5,1,2,512,New/Low Spend Active,P4 - Nurture,0.05,22.142500000000002
14094,440,1,335.22,177,1,1,2,112,Low Priority,P5 - Minimal Effort,0.0,0.0
14095,723,1,2.95,1,1,1,1,111,Low Priority,P5 - Minimal Effort,0.0,0.0
14096,4,17,65164.79,16352,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,6516.479
14097,481,2,422.85999999999996,352,1,2,2,122,Low Priority,P5 - Minimal Effort,0.0,0.0
14098,37,1,147.35,104,4,1,1,411,New/Low Spend Active,P4 - Nurture,0.05,7.3675
14099,16,20,5765.71,3670,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,576.571
14100,138,1,194.9,64,3,1,1,311,Low Priority,P5 - Minimal Effort,0.0,0.0
14101,74,13,9961.93,10542,3,5,5,355,Growth Potential,P3 - Upsell Opportunity,0.15,1494.2895
14102,5,5,1360.28,961,5,4,4,544,VIP Loyal,P2 - Maintain Loyalty,0.1,136.028
14104,155,5,771.5799999999999,509,3,4,3,343,Growth Potential,P3 - Upsell Opportunity,0.15,115.73699999999998
14105,239,5,5988.83,3534,2,4,5,245,High Value At Risk,P1 - Immediate Retention,0.35,2096.0905
14106,737,1,214.79999999999998,24,1,1,1,111,Low Priority,P5 - Minimal Effort,0.0,0.0
14107,52,11,4877.3,3489,4,5,5,455,VIP Loyal,P2 - Maintain Loyalty,0.1,487.73
14108,31,4,1044.96,660,4,3,3,433,Growth Potential,P3 - Upsell Opportunity,0.15,156.744
14109,73,1,144.2,88,3,1,1,311,Low Priority,P5 - Minimal Effort,0.0,0.0
14110,4,33,12987.95,5825,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,1298.795
14111,14,4,692.85,458,5,3,3,533,Growth Potential,P3 - Upsell Opportunity,0.15,103.9275
14112,23,13,5834.59,3539,4,5,5,455,VIP Loyal,P2 - Maintain Loyalty,0.1,583.4590000000001
14113,4,16,7092.610000000001,3439,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,709.2610000000001
14114,274,7,1364.09,650,2,4,4,244,High Value At Risk,P1 - Immediate Retention,0.35,477.4314999999999
14115,502,2,622.6700000000001,509,1,2,3,123,Low Priority,P5 - Minimal Effort,0.0,0.0
14116,20,5,1382.74,707,4,4,4,444,VIP Loyal,P2 - Maintain Loyalty,0.1,138.274
14117,144,1,90.0,72,3,1,1,311,Low Priority,P5 - Minimal Effort,0.0,0.0
14118,429,1,458.45,97,1,1,2,112,Low Priority,P5 - Minimal Effort,0.0,0.0
14119,376,2,183.37,177,2,2,1,221,Low Priority,P5 - Minimal Effort,0.0,0.0
14121,4,4,2780.15,2082,5,3,4,534,VIP Loyal,P2 - Maintain Loyalty,0.1,278.01500000000004
14122,406,3,362.42,114,2,3,2,232,Low Priority,P5 - Minimal Effort,0.0,0.0
14123,733,1,436.18,234,1,1,2,112,Low Priority,P5 - Minimal Effort,0.0,0.0
14124,84,1,419.58000000000004,1618,3,1,2,312,Low Priority,P5 - Minimal Effort,0.0,0.0
14125,11,3,2740.43,1640,5,3,4,534,VIP Loyal,P2 - Maintain Loyalty,0.1,274.043
14126,8,4,1172.46,887,5,3,3,533,Growth Potential,P3 - Upsell Opportunity,0.15,175.869
14127,123,6,1900.0800000000002,828,3,4,4,344,Growth Potential,P3 - Upsell Opportunity,0.15,285.012
14128,61,3,924.21,814,3,3,3,333,Growth Potential,P3 - Upsell Opportunity,0.15,138.6315
14129,2,9,2591.34,1414,5,5,4,554,VIP Loyal,P2 - Maintain Loyalty,0.1,259.134
14130,319,4,1882.67,1239,2,3,4,234,High Value At Risk,P1 - Immediate Retention,0.35,658.9345
14131,649,1,187.87,118,1,1,1,111,Low Priority,P5 - Minimal Effort,0.0,0.0
14132,2,11,3586.0299999999997,3368,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,358.603
14133,130,4,911.14,398,3,3,3,333,Growth Potential,P3 - Upsell Opportunity,0.15,136.671
14134,383,15,11123.35,5814,2,5,5,255,High Value At Risk,P1 - Immediate Retention,0.35,3893.1724999999997
14135,2,24,9643.92,9355,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,964.392
14136,401,5,1570.81,1148,2,4,4,244,High Value At Risk,P1 - Immediate Retention,0.35,549.7834999999999
14137,696,1,332.7,462,1,1,2,112,Low Priority,P5 - Minimal Effort,0.0,0.0
14138,2,2,982.3800000000001,610,5,2,3,523,Low Priority,P5 - Minimal Effort,0.0,0.0
14139,46,4,1086.8,1049,4,3,3,433,Growth Potential,P3 - Upsell Opportunity,0.15,163.01999999999998
14140,4,2,935.05,811,5,2,3,523,Low Priority,P5 - Minimal Effort,0.0,0.0
14141,3,4,915.13,355,5,3,3,533,Growth Potential,P3 - Upsell Opportunity,0.15,137.2695
14142,373,2,983.15,831,2,2,3,223,Low Priority,P5 - Minimal Effort,0.0,0.0
14143,134,1,115.8,30,3,1,1,311,Low Priority,P5 - Minimal Effort,0.0,0.0
14144,486,1,30.599999999999998,12,1,1,1,111,Low Priority,P5 - Minimal Effort,0.0,0.0
14145,47,7,7600.05,1655,4,4,5,445,VIP Loyal,P2 - Maintain Loyalty,0.1,760.0050000000001
14146,9,12,9450.3,5780,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,945.03
14147,78,9,2590.2,995,3,5,4,354,Growth Potential,P3 - Upsell Opportunity,0.15,388.53
14148,234,2,466.29,223,2,2,2,222,Low Priority,P5 - Minimal Effort,0.0,0.0
14149,221,1,446.62,218,2,1,2,212,Low Priority,P5 - Minimal Effort,0.0,0.0
14150,36,2,658.64,496,4,2,3,423,Low Priority,P5 - Minimal Effort,0.0,0.0
14151,673,2,679.45,405,1,2,3,123,Low Priority,P5 - Minimal Effort,0.0,0.0
14152,75,7,1997.3400000000001,1844,3,4,4,344,Growth Potential,P3 - Upsell Opportunity,0.15,299.601
14153,483,1,233.4,312,1,1,1,111,Low Priority,P5 - Minimal Effort,0.0,0.0
14154,239,8,6460.7,3222,2,4,5,245,High Value At Risk,P1 - Immediate Retention,0.35,2261.245
14155,266,1,118.75,25,2,1,1,211,Low Priority,P5 - Minimal Effort,0.0,0.0
14156,10,156,313946.37,165992,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,31394.637000000002
14157,20,5,1002.78,540,4,4,3,443,Growth Potential,P3 - Upsell Opportunity,0.15,150.417
14158,40,1,507.66,781,4,1,2,412,New/Low Spend Active,P4 - Nurture,0.05,25.383000000000003
14159,20,20,7938.01,6593,4,5,5,455,VIP Loyal,P2 - Maintain Loyalty,0.1,793.801
14160,610,7,8421.47,4661,1,4,5,145,High Value At Risk,P1 - Immediate Retention,0.35,2947.5144999999998
14161,216,7,3318.88,1623,2,4,5,245,High Value At Risk,P1 - Immediate Retention,0.35,1161.608
14162,174,2,289.36,142,3,2,1,321,Low Priority,P5 - Minimal Effort,0.0,0.0
14163,87,5,2594.62,950,3,4,4,344,Growth Potential,P3 - Upsell Opportunity,0.15,389.193
14164,71,2,1631.77,1033,3,2,4,324,Low Priority,P5 - Minimal Effort,0.0,0.0
14165,276,1,122.53999999999999,54,2,1,1,211,Low Priority,P5 - Minimal Effort,0.0,0.0
14166,505,2,256.85,84,1,2,1,121,Low Priority,P5 - Minimal Effort,0.0,0.0
14167,39,8,1296.49,350,4,4,4,444,VIP Loyal,P2 - Maintain Loyalty,0.1,129.649
14168,421,2,370.45,147,1,2,2,122,Low Priority,P5 - Minimal Effort,0.0,0.0
14169,431,2,624.4300000000001,208,1,2,3,123,Low Priority,P5 - Minimal Effort,0.0,0.0
14170,375,3,597.33,290,2,3,2,232,Low Priority,P5 - Minimal Effort,0.0,0.0
14171,98,2,498.79,211,3,2,2,322,Low Priority,P5 - Minimal Effort,0.0,0.0
14172,605,3,402.72,88,1,3,2,132,Low Priority,P5 - Minimal Effort,0.0,0.0
14173,11,6,586.0,194,5,4,2,542,New/Low Spend Active,P4 - Nurture,0.05,29.3
14174,33,1,134.46,94,4,1,1,411,New/Low Spend Active,P4 - Nurture,0.05,6.723000000000001
14175,60,8,7678.88,3009,3,4,5,345,Growth Potential,P3 - Upsell Opportunity,0.15,1151.8319999999999
14176,297,5,916.01,326,2,4,3,243,Growth Potential,P3 - Upsell Opportunity,0.15,137.4015
14177,86,13,2229.34,1048,3,5,4,354,Growth Potential,P3 - Upsell Opportunity,0.15,334.401
14178,9,7,1620.93,1505,5,4,4,544,VIP Loyal,P2 - Maintain Loyalty,0.1,162.09300000000002
14179,41,2,719.78,330,4,2,3,423,Low Priority,P5 - Minimal Effort,0.0,0.0
14180,11,33,6319.25,878,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,631.9250000000001
14181,411,2,310.55,122,1,2,2,122,Low Priority,P5 - Minimal Effort,0.0,0.0
14182,444,4,678.77,174,1,3,3,133,Growth Potential,P3 - Upsell Opportunity,0.15,101.8155
14183,411,2,286.29,61,1,2,1,121,Low Priority,P5 - Minimal Effort,0.0,0.0
14184,67,1,452.89,127,3,1,2,312,Low Priority,P5 - Minimal Effort,0.0,0.0
14185,331,1,197.65,6,2,1,1,211,Low Priority,P5 - Minimal Effort,0.0,0.0
14186,427,5,1550.63,1550,1,4,4,144,High Value At Risk,P1 - Immediate Retention,0.35,542.7205
14187,474,1,123.5,50,1,1,1,111,Low Priority,P5 - Minimal Effort,0.0,0.0
14188,31,6,2054.36,1162,4,4,4,444,VIP Loyal,P2 - Maintain Loyalty,0.1,205.43600000000004
14189,2,16,5814.39,4646,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,581.4390000000001
14190,666,1,79.9,2,1,1,1,111,Low Priority,P5 - Minimal Effort,0.0,0.0
14191,2,15,4817.66,3724,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,481.766
14192,388,1,293.74,218,2,1,2,212,Low Priority,P5 - Minimal Effort,0.0,0.0
14193,68,3,1210.19,653,3,3,3,333,Growth Potential,P3 - Upsell Opportunity,0.15,181.5285
14194,5,36,18670.59,10037,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,1867.0590000000002
14195,202,6,2615.6,2144,2,4,4,244,High Value At Risk,P1 - Immediate Retention,0.35,915.4599999999999
14196,107,1,335.52,142,3,1,2,312,Low Priority,P5 - Minimal Effort,0.0,0.0
14197,411,1,390.05,143,1,1,2,112,Low Priority,P5 - Minimal Effort,0.0,0.0
14198,18,9,1569.73,623,5,5,4,554,VIP Loyal,P2 - Maintain Loyalty,0.1,156.973
14199,218,4,1091.7,254,2,3,3,233,Growth Potential,P3 - Upsell Opportunity,0.15,163.755
14200,617,1,379.2,140,1,1,2,112,Low Priority,P5 - Minimal Effort,0.0,0.0
14201,60,10,1193.54,806,3,5,3,353,Growth Potential,P3 - Upsell Opportunity,0.15,179.03099999999998
14202,381,3,847.76,166,2,3,3,233,Growth Potential,P3 - Upsell Opportunity,0.15,127.16399999999999
14203,397,1,339.34,80,2,1,2,212,Low Priority,P5 - Minimal Effort,0.0,0.0
14204,2,4,1062.96,492,5,3,3,533,Growth Potential,P3 - Upsell Opportunity,0.15,159.444
14205,17,9,2414.2,1342,5,5,4,554,VIP Loyal,P2 - Maintain Loyalty,0.1,241.42
14206,239,3,1185.01,930,2,3,3,233,Growth Potential,P3 - Upsell Opportunity,0.15,177.7515
14207,688,1,157.8,36,1,1,1,111,Low Priority,P5 - Minimal Effort,0.0,0.0
14208,95,2,567.05,529,3,2,2,322,Low Priority,P5 - Minimal Effort,0.0,0.0
14209,11,15,4993.27,1739,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,499.32700000000006
14210,106,16,5861.52,2604,3,5,5,355,Growth Potential,P3 - Upsell Opportunity,0.15,879.2280000000001
14211,53,18,4402.29,2575,4,5,5,455,VIP Loyal,P2 - Maintain Loyalty,0.1,440.22900000000004
14212,90,2,2190.14,2046,3,2,4,324,Low Priority,P5 - Minimal Effort,0.0,0.0
14213,405,1,1192.2,244,2,1,3,213,Low Priority,P5 - Minimal Effort,0.0,0.0
14214,31,5,1004.38,751,4,4,3,443,Growth Potential,P3 - Upsell Opportunity,0.15,150.65699999999998
14215,12,9,3416.33,2285,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,341.63300000000004
14216,3,5,2150.04,712,5,4,4,544,VIP Loyal,P2 - Maintain Loyalty,0.1,215.00400000000002
14217,2,23,3416.89,1256,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,341.689
14218,43,1,169.48000000000002,160,4,1,1,411,New/Low Spend Active,P4 - Nurture,0.05,8.474000000000002
14219,4,3,633.83,363,5,3,3,533,Growth Potential,P3 - Upsell Opportunity,0.15,95.0745
14220,247,4,1515.0,468,2,3,4,234,High Value At Risk,P1 - Immediate Retention,0.35,530.25
14221,42,17,6517.49,3808,4,5,5,455,VIP Loyal,P2 - Maintain Loyalty,0.1,651.749
14222,177,1,683.17,607,3,1,3,313,Low Priority,P5 - Minimal Effort,0.0,0.0
14223,92,3,991.13,585,3,3,3,333,Growth Potential,P3 - Upsell Opportunity,0.15,148.6695
14224,110,9,1897.9,863,3,5,4,354,Growth Potential,P3 - Upsell Opportunity,0.15,284.685
14225,435,4,2037.02,1168,1,3,4,134,High Value At Risk,P1 - Immediate Retention,0.35,712.957
14226,29,6,3002.53,1726,4,4,5,445,VIP Loyal,P2 - Maintain Loyalty,0.1,300.25300000000004
14227,26,15,6368.71,4048,4,5,5,455,VIP Loyal,P2 - Maintain Loyalty,0.1,636.8710000000001
14228,438,3,745.5,260,1,3,3,133,Growth Potential,P3 - Upsell Opportunity,0.15,111.825
14229,52,7,2594.04,934,4,4,4,444,VIP Loyal,P2 - Maintain Loyalty,0.1,259.404
14230,436,3,979.8000000000001,246,1,3,3,133,Growth Potential,P3 - Upsell Opportunity,0.15,146.97
14231,184,4,1235.6200000000001,610,3,3,3,333,Growth Potential,P3 - Upsell Opportunity,0.15,185.34300000000002
14232,43,5,2048.07,1941,4,4,4,444,VIP Loyal,P2 - Maintain Loyalty,0.1,204.80700000000002
14233,49,7,2904.27,1261,4,4,4,444,VIP Loyal,P2 - Maintain Loyalty,0.1,290.427
14234,22,4,775.46,963,4,3,3,433,Growth Potential,P3 - Upsell Opportunity,0.15,116.319
14235,75,9,4717.99,3014,3,5,5,355,Growth Potential,P3 - Upsell Opportunity,0.15,707.6985
14236,81,5,1744.64,812,3,4,4,344,Growth Potential,P3 - Upsell Opportunity,0.15,261.696
14237,373,2,632.14,276,2,2,3,223,Low Priority,P5 - Minimal Effort,0.0,0.0
14238,326,3,434.23,189,2,3,2,232,Low Priority,P5 - Minimal Effort,0.0,0.0
14239,43,21,4263.17,1729,4,5,5,455,VIP Loyal,P2 - Maintain Loyalty,0.1,426.317
14240,30,3,1247.49,655,4,3,3,433,Growth Potential,P3 - Upsell Opportunity,0.15,187.1235
14241,184,2,333.70000000000005,242,3,2,2,322,Low Priority,P5 - Minimal Effort,0.0,0.0
14242,235,2,280.55,123,2,2,1,221,Low Priority,P5 - Minimal Effort,0.0,0.0
14243,9,17,7431.05,3687,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,743.105
14244,661,1,366.41999999999996,814,1,1,2,112,Low Priority,P5 - Minimal Effort,0.0,0.0
14245,220,2,1693.45,976,2,2,4,224,High Value At Risk,P1 - Immediate Retention,0.35,592.7075
14246,111,3,1474.06,804,3,3,4,334,Growth Potential,P3 - Upsell Opportunity,0.15,221.10899999999998
14247,278,5,772.66,382,2,4,3,243,Growth Potential,P3 - Upsell Opportunity,0.15,115.89899999999999
14248,318,3,1032.95,692,2,3,3,233,Growth Potential,P3 - Upsell Opportunity,0.15,154.9425
14249,411,12,5625.461,2487,1,5,5,155,High Value At Risk,P1 - Immediate Retention,0.35,1968.9113499999999
14250,7,3,1904.05,1200,5,3,4,534,VIP Loyal,P2 - Maintain Loyalty,0.1,190.405
14251,2,5,2879.7000000000003,1674,5,4,4,544,VIP Loyal,P2 - Maintain Loyalty,0.1,287.97
14252,381,1,350.99,111,2,1,2,212,Low Priority,P5 - Minimal Effort,0.0,0.0
14253,493,2,363.40000000000003,88,1,2,2,122,Low Priority,P5 - Minimal Effort,0.0,0.0
14254,433,1,601.03,263,1,1,2,112,Low Priority,P5 - Minimal Effort,0.0,0.0
14255,546,1,1000.63,1,1,1,3,113,Low Priority,P5 - Minimal Effort,0.0,0.0
14256,260,5,2473.9900000000002,1171,2,4,4,244,High Value At Risk,P1 - Immediate Retention,0.35,865.8965000000001
14257,64,9,5954.45,3332,3,5,5,355,Growth Potential,P3 - Upsell Opportunity,0.15,893.1674999999999
14258,9,25,32051.34,17488,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,3205.134
14259,142,1,120.0,68,3,1,1,311,Low Priority,P5 - Minimal Effort,0.0,0.0
14260,471,3,824.28,544,1,3,3,133,Growth Potential,P3 - Upsell Opportunity,0.15,123.642
14261,51,2,1163.45,406,4,2,3,423,Low Priority,P5 - Minimal Effort,0.0,0.0
14262,8,8,2618.23,1645,5,4,4,544,VIP Loyal,P2 - Maintain Loyalty,0.1,261.82300000000004
14263,423,1,322.93,171,1,1,2,112,Low Priority,P5 - Minimal Effort,0.0,0.0
14264,155,6,1517.3600000000001,553,3,4,4,344,Growth Potential,P3 - Upsell Opportunity,0.15,227.604
14265,109,4,1373.35,715,3,3,4,334,Growth Potential,P3 - Upsell Opportunity,0.15,206.00249999999997
14266,428,1,40.56,24,1,1,1,111,Low Priority,P5 - Minimal Effort,0.0,0.0
14267,163,3,1516.24,530,3,3,4,334,Growth Potential,P3 - Upsell Opportunity,0.15,227.436
14268,471,1,354.85,147,1,1,2,112,Low Priority,P5 - Minimal Effort,0.0,0.0
14269,439,1,295.73,123,1,1,2,112,Low Priority,P5 - Minimal Effort,0.0,0.0
14270,332,1,492.65000000000003,197,2,1,2,212,Low Priority,P5 - Minimal Effort,0.0,0.0
14271,226,2,219.13,149,2,2,1,221,Low Priority,P5 - Minimal Effort,0.0,0.0
14272,74,4,920.81,1097,3,3,3,333,Growth Potential,P3 - Upsell Opportunity,0.15,138.1215
14273,51,4,559.97,264,4,3,2,432,New/Low Spend Active,P4 - Nurture,0.05,27.998500000000003
14274,686,1,256.6,178,1,1,1,111,Low Priority,P5 - Minimal Effort,0.0,0.0
14275,396,6,1189.3799999999999,538,2,4,3,243,Growth Potential,P3 - Upsell Opportunity,0.15,178.40699999999998
14276,99,7,2102.68,1406,3,4,4,344,Growth Potential,P3 - Upsell Opportunity,0.15,315.402
14277,15,9,17225.81,89814,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,1722.5810000000001
14278,410,1,205.83,131,2,1,1,211,Low Priority,P5 - Minimal Effort,0.0,0.0
14279,521,2,191.86,46,1,2,1,121,Low Priority,P5 - Minimal Effort,0.0,0.0
14280,197,1,134.04,52,2,1,1,211,Low Priority,P5 - Minimal Effort,0.0,0.0
14281,408,1,245.15,45,2,1,1,211,Low Priority,P5 - Minimal Effort,0.0,0.0
14282,3,25,7849.66,5478,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,784.966
14283,463,4,628.4399999999999,550,1,3,3,133,Growth Potential,P3 - Upsell Opportunity,0.15,94.26599999999999
14284,31,3,1299.65,510,4,3,4,434,VIP Loyal,P2 - Maintain Loyalty,0.1,129.965
14285,21,8,3284.42,954,4,4,5,445,VIP Loyal,P2 - Maintain Loyalty,0.1,328.442
14286,24,7,8479.76,8795,4,4,5,445,VIP Loyal,P2 - Maintain Loyalty,0.1,847.9760000000001
14287,8,3,176.63,261,5,3,1,531,New/Low Spend Active,P4 - Nurture,0.05,8.8315
14288,213,1,426.6,188,2,1,2,212,Low Priority,P5 - Minimal Effort,0.0,0.0
14289,9,6,911.26,292,5,4,3,543,Growth Potential,P3 - Upsell Opportunity,0.15,136.689
14290,11,8,4516.56,1600,5,4,5,545,VIP Loyal,P2 - Maintain Loyalty,0.1,451.65600000000006
14291,2,23,7904.1,6146,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,790.4100000000001
14292,8,16,9226.25,3429,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,922.625
14293,3,9,3267.9300000000003,1730,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,326.79300000000006
14294,407,1,375.34,190,2,1,2,212,Low Priority,P5 - Minimal Effort,0.0,0.0
14295,40,5,2362.91,1029,4,4,4,444,VIP Loyal,P2 - Maintain Loyalty,0.1,236.291
14296,421,2,456.40000000000003,314,1,2,2,122,Low Priority,P5 - Minimal Effort,0.0,0.0
14297,18,4,1305.33,865,5,3,4,534,VIP Loyal,P2 - Maintain Loyalty,0.1,130.533
14298,8,82,91194.49,100272,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,9119.449
14299,8,27,14499.49,8228,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,1449.949
14300,19,1,43.2,32,5,1,1,511,New/Low Spend Active,P4 - Nurture,0.05,2.16
14301,117,4,1992.18,1686,3,3,4,334,Growth Potential,P3 - Upsell Opportunity,0.15,298.827
14302,431,3,742.9000000000001,298,1,3,3,133,Growth Potential,P3 - Upsell Opportunity,0.15,111.43500000000002
14303,407,2,277.94,218,2,2,1,221,Low Priority,P5 - Minimal Effort,0.0,0.0
14304,223,3,1725.01,775,2,3,4,234,High Value At Risk,P1 - Immediate Retention,0.35,603.7534999999999
14305,71,3,1858.96,1089,3,3,4,334,Growth Potential,P3 - Upsell Opportunity,0.15,278.844
14306,51,6,3151.4,2065,4,4,5,445,VIP Loyal,P2 - Maintain Loyalty,0.1,315.14000000000004
14307,89,10,5071.03,3374,3,5,5,355,Growth Potential,P3 - Upsell Opportunity,0.15,760.6545
14308,549,2,1147.02,2,1,2,3,123,Low Priority,P5 - Minimal Effort,0.0,0.0
14309,8,11,3780.81,2583,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,378.081
14310,433,1,492.1,230,1,1,2,112,Low Priority,P5 - Minimal Effort,0.0,0.0
14311,243,2,516.45,235,2,2,2,222,Low Priority,P5 - Minimal Effort,0.0,0.0
14312,47,11,3090.29,1904,4,5,5,455,VIP Loyal,P2 - Maintain Loyalty,0.1,309.029
14314,107,2,229.8,332,3,2,1,321,Low Priority,P5 - Minimal Effort,0.0,0.0
14315,45,8,3197.82,1344,4,4,5,445,VIP Loyal,P2 - Maintain Loyalty,0.1,319.78200000000004
14316,422,5,1370.34,4494,1,4,4,144,High Value At Risk,P1 - Immediate Retention,0.35,479.6189999999999
14317,65,1,508.58000000000004,255,3,1,2,312,Low Priority,P5 - Minimal Effort,0.0,0.0
14318,460,1,158.02,152,1,1,1,111,Low Priority,P5 - Minimal Effort,0.0,0.0
14319,424,1,494.85,329,1,1,2,112,Low Priority,P5 - Minimal Effort,0.0,0.0
14320,207,5,1346.75,713,2,4,4,244,High Value At Risk,P1 - Immediate Retention,0.35,471.36249999999995
14321,11,7,2218.06,3275,5,4,4,544,VIP Loyal,P2 - Maintain Loyalty,0.1,221.806
14322,429,4,474.1,158,1,3,2,132,Low Priority,P5 - Minimal Effort,0.0,0.0
14323,115,2,605.0600000000001,350,3,2,2,322,Low Priority,P5 - Minimal Effort,0.0,0.0
14324,410,2,701.61,402,2,2,3,223,Low Priority,P5 - Minimal Effort,0.0,0.0
14325,570,1,245.48000000000002,320,1,1,1,111,Low Priority,P5 - Minimal Effort,0.0,0.0
14326,242,3,940.98,572,2,3,3,233,Growth Potential,P3 - Upsell Opportunity,0.15,141.147
14327,163,6,1894.93,1296,3,4,4,344,Growth Potential,P3 - Upsell Opportunity,0.15,284.2395
14328,438,1,445.05,1,1,1,2,112,Low Priority,P5 - Minimal Effort,0.0,0.0
14329,17,15,9927.22,5921,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,992.722
14330,624,1,200.63,103,1,1,1,111,Low Priority,P5 - Minimal Effort,0.0,0.0
14331,124,2,462.65999999999997,252,3,2,2,322,Low Priority,P5 - Minimal Effort,0.0,0.0
14332,23,5,1943.51,893,4,4,4,444,VIP Loyal,P2 - Maintain Loyalty,0.1,194.351
14333,68,1,415.2,58,3,1,2,312,Low Priority,P5 - Minimal Effort,0.0,0.0
14334,17,12,4318.48,2986,5,5,5,555,VIP Loyal,P2 - Maintain Loyalty,0.1,431.84799999999996
14335,16,2,468.26,379,5,2,2,522,New/Low Spend Active,P4 - Nurture,0.05,23.413
14336,17,4,1614.91,1759,5,3,4,534,VIP Loyal,P2 - Maintain Loyalty,0.1,161.491
14338,161,3,928.1,622,3,3,3,333,Growth Potential,P3 - Upsell Opportunity,0.15,139.215
14339,243,2,620.27,456,2,2,3,223,Low Priority,P5 - Minimal Effort,0.0,0.0
14340,219,1,134.7,58,2,1,1,211,Low Priority,P5 - Minimal Effort,0.0,0.0
14341,45,18,4467.32,2819,4,5,5,455,VIP Loyal,P2 - Maintain Loyalty,0.1,446.73199999999997
14342,21,6,918.44,521,4,4,3,443,Growth Potential,P3 - Upsell Opportunity,0.15,137.766
14343,421,4,1088.91,631,1,3,3,133,Growth Potential,P3 - Upsell Opportunity,0.15,163.3365
14344,127,20,3333.7000000000003,1669,3,5,5,355,Growth Potential,P3 - Upsell Opportunity,0.15,500.055
14345,39,1,108.97999999999999,50,4,1,1,411,New/Low Spend Active,P4 - Nurture,0.05,5.449
14346,121,5,2315.75,1878,3,4,4,344,Growth Potential,P3 - Upsell Opportunity,0.15,347.3625
14347,737,1,82.6,48,1,1,1,111,Low Priority,P5 - Minimal Effort,0.0,0.0
